1000 тестов каждого вида выборок, выборки генерируются заново в цикле
 №   | выборка, чел | последовательно | параллельно   | разность, сек | %
 4731| 1000000      | 0,0966511       | 0,0408561     | 0,0557950     | -57,7 
 4732| 1000000      | 0,1384363       | 0,0687639     | 0,0696724     | -50,3 
 4733| 1000000      | 0,1437677       | 0,0490247     | 0,0947430     | -65,9 
 4734| 1000000      | 0,1400593       | 0,0539103     | 0,0861490     | -61,5 
 4735| 1000000      | 0,1176973       | 0,0452840     | 0,0724133     | -61,5 
 4736| 1000000      | 0,0882804       | 0,0392857     | 0,0489947     | -55,5 
 4737| 1000000      | 0,1534010       | 0,0509605     | 0,1024405     | -66,8 
 4738| 1000000      | 0,1213174       | 0,0496666     | 0,0716508     | -59,1 
 4739| 1000000      | 0,1342856       | 0,0567178     | 0,0775678     | -57,8 
 4740| 1000000      | 0,1390188       | 0,0479878     | 0,0910310     | -65,5 
 4741| 1000000      | 0,1163313       | 0,0464159     | 0,0699154     | -60,1 
 4742| 1000000      | 0,0962031       | 0,0413912     | 0,0548119     | -57,0 
 4743| 1000000      | 0,1375072       | 0,0673790     | 0,0701282     | -51,0 
 4744| 1000000      | 0,1518861       | 0,0583553     | 0,0935308     | -61,6 
 4745| 1000000      | 0,1539769       | 0,0550093     | 0,0989676     | -64,3 
 4746| 1000000      | 0,1521651       | 0,0537639     | 0,0984012     | -64,7 
 4747| 1000000      | 0,1405217       | 0,0497494     | 0,0907723     | -64,6 
 4748| 1000000      | 0,1379352       | 0,0532625     | 0,0846727     | -61,4 
 4749| 1000000      | 0,1169593       | 0,0449866     | 0,0719727     | -61,5 
 4750| 1000000      | 0,0855385       | 0,0367814     | 0,0487571     | -57,0 
 4751| 1000000      | 0,1309699       | 0,1300216     | 0,0009483     | -0,7 
 4752| 1000000      | 0,1534617       | 0,0611691     | 0,0922926     | -60,1 
 4753| 1000000      | 0,1386101       | 0,0495929     | 0,0890172     | -64,2 
 4754| 1000000      | 0,1195297       | 0,0466920     | 0,0728377     | -60,9 
 4755| 1000000      | 0,0958266       | 0,0430371     | 0,0527895     | -55,1 
 4756| 1000000      | 0,1472742       | 0,0710596     | 0,0762146     | -51,8 
 4757| 1000000      | 0,1348046       | 0,0477008     | 0,0871038     | -64,6 
 4758| 1000000      | 0,1238202       | 0,0451445     | 0,0786757     | -63,5 
 4759| 1000000      | 0,1334317       | 0,0586800     | 0,0747517     | -56,0 
 4760| 1000000      | 0,1393675       | 0,0480564     | 0,0913111     | -65,5 
 4761| 1000000      | 0,1167482       | 0,0463600     | 0,0703882     | -60,3 
 4762| 1000000      | 0,0853308       | 0,0374906     | 0,0478402     | -56,1 
 4763| 1000000      | 0,0905401       | 0,0402220     | 0,0503181     | -55,6 
 4764| 1000000      | 0,0948446       | 0,0447408     | 0,0501038     | -52,8 
 4765| 1000000      | 0,1039532       | 0,0455788     | 0,0583744     | -56,2 
 4766| 1000000      | 0,1401057       | 0,0527902     | 0,0873155     | -62,3 
 4767| 1000000      | 0,1384181       | 0,0494920     | 0,0889261     | -64,2 
 4768| 1000000      | 0,1166382       | 0,0459911     | 0,0706471     | -60,6 
 4769| 1000000      | 0,1385686       | 0,0612448     | 0,0773238     | -55,8 
 4770| 1000000      | 0,1216803       | 0,0571309     | 0,0645494     | -53,0 
 4771| 1000000      | 0,1483385       | 0,0511833     | 0,0971552     | -65,5 
 4772| 1000000      | 0,1368887       | 0,0519916     | 0,0848971     | -62,0 
 4773| 1000000      | 0,1391962       | 0,0496441     | 0,0895521     | -64,3 
 4774| 1000000      | 0,1170258       | 0,0459497     | 0,0710761     | -60,7 
 4775| 1000000      | 0,0961779       | 0,0400470     | 0,0561309     | -58,4 
 4776| 1000000      | 0,1385265       | 0,0669482     | 0,0715783     | -51,7 
 4777| 1000000      | 0,1451392       | 0,0481395     | 0,0969997     | -66,8 
 4778| 1000000      | 0,1371177       | 0,0541621     | 0,0829556     | -60,5 
 4779| 1000000      | 0,1174122       | 0,0454325     | 0,0719797     | -61,3 
 4780| 1000000      | 0,0966812       | 0,0420401     | 0,0546411     | -56,5 
 4781| 1000000      | 0,1501910       | 0,0697806     | 0,0804104     | -53,5 
 4782| 1000000      | 0,1347515       | 0,0478018     | 0,0869497     | -64,5 
 4783| 1000000      | 0,1243674       | 0,0451142     | 0,0792532     | -63,7 
 4784| 1000000      | 0,1343311       | 0,0595870     | 0,0747441     | -55,6 
 4785| 1000000      | 0,1415114       | 0,0483469     | 0,0931645     | -65,8 
 4786| 1000000      | 0,1176237       | 0,0461822     | 0,0714415     | -60,7 
 4787| 1000000      | 0,0956940       | 0,0412537     | 0,0544403     | -56,9 
 4788| 1000000      | 0,1161345       | 0,0529268     | 0,0632077     | -54,4 
 4789| 1000000      | 0,1213559       | 0,0536185     | 0,0677374     | -55,8 
 4790| 1000000      | 0,1358281       | 0,0447099     | 0,0911182     | -67,1 
 4791| 1000000      | 0,1317128       | 0,0538703     | 0,0778425     | -59,1 
 4792| 1000000      | 0,1383861       | 0,0488012     | 0,0895849     | -64,7 
 4793| 1000000      | 0,1182896       | 0,0456737     | 0,0726159     | -61,4 
 4794| 1000000      | 0,0954266       | 0,0422983     | 0,0531283     | -55,7 
 4795| 1000000      | 0,1183824       | 0,0523866     | 0,0659958     | -55,7 
 4796| 1000000      | 0,1213932       | 0,0536918     | 0,0677014     | -55,8 
 4797| 1000000      | 0,0999752       | 0,0822798     | 0,0176954     | -17,7 
 4798| 1000000      | 0,1402787       | 0,0485738     | 0,0917049     | -65,4 
 4799| 1000000      | 0,1411021       | 0,0539595     | 0,0871426     | -61,8 
 4800| 1000000      | 0,1188736       | 0,0459258     | 0,0729478     | -61,4 
 4801| 1000000      | 0,0859180       | 0,0383570     | 0,0475610     | -55,4 
 4802| 1000000      | 0,1317211       | 0,0603973     | 0,0713238     | -54,1 
 4803| 1000000      | 0,1280882       | 0,0586635     | 0,0694247     | -54,2 
 4804| 1000000      | 0,1389457       | 0,0509462     | 0,0879995     | -63,3 
 4805| 1000000      | 0,1400200       | 0,0501110     | 0,0899090     | -64,2 
 4806| 1000000      | 0,1157998       | 0,0450646     | 0,0707352     | -61,1 
 4807| 1000000      | 0,0844712       | 0,0375591     | 0,0469121     | -55,5 
 4808| 1000000      | 0,1247526       | 0,0583172     | 0,0664354     | -53,3 
 4809| 1000000      | 0,1588034       | 0,0594626     | 0,0993408     | -62,6 
 4810| 1000000      | 0,1105588       | 0,0506885     | 0,0598703     | -54,2 
 4811| 1000000      | 0,1484640       | 0,0677101     | 0,0807539     | -54,4 
 4812| 1000000      | 0,1881129       | 0,0767478     | 0,1113651     | -59,2 
 4813| 1000000      | 0,1114627       | 0,0473657     | 0,0640970     | -57,5 
 4814| 1000000      | 0,1477191       | 0,0671287     | 0,0805904     | -54,6 
 4815| 1000000      | 0,1541741       | 0,0574568     | 0,0967173     | -62,7 
 4816| 1000000      | 0,1293837       | 0,0533117     | 0,0760720     | -58,8 
 4817| 1000000      | 0,1217607       | 0,0461811     | 0,0755796     | -62,1 
 4818| 1000000      | 0,1398489       | 0,0511226     | 0,0887263     | -63,4 
 4819| 1000000      | 0,1182872       | 0,0489144     | 0,0693728     | -58,6 
 4820| 1000000      | 0,1349851       | 0,0581086     | 0,0768765     | -57,0 
 4821| 1000000      | 0,1378632       | 0,0482600     | 0,0896032     | -65,0 
 4822| 1000000      | 0,1156310       | 0,0455929     | 0,0700381     | -60,6 
 4823| 1000000      | 0,1175178       | 0,0546224     | 0,0628954     | -53,5 
 4824| 1000000      | 0,1156265       | 0,0469875     | 0,0686390     | -59,4 
 4825| 1000000      | 0,1348355       | 0,0584000     | 0,0764355     | -56,7 
 4826| 1000000      | 0,1399755       | 0,0488124     | 0,0911631     | -65,1 
 4827| 1000000      | 0,1172340       | 0,0453077     | 0,0719263     | -61,4 
 4828| 1000000      | 0,1174305       | 0,0548741     | 0,0625564     | -53,3 
 4829| 1000000      | 0,1164796       | 0,0466706     | 0,0698090     | -59,9 
 4830| 1000000      | 0,1341334       | 0,0603137     | 0,0738197     | -55,0 
 4831| 1000000      | 0,1391857       | 0,0485926     | 0,0905931     | -65,1 
 4832| 1000000      | 0,1165667       | 0,0462097     | 0,0703570     | -60,4 
 4833| 1000000      | 0,0958230       | 0,0407650     | 0,0550580     | -57,5 
 4834| 1000000      | 0,1123632       | 0,0485045     | 0,0638587     | -56,8 
 4835| 1000000      | 0,1418496       | 0,0539601     | 0,0878895     | -62,0 
 4836| 1000000      | 0,1403061       | 0,0476791     | 0,0926270     | -66,0 
 4837| 1000000      | 0,1173476       | 0,0458530     | 0,0714946     | -60,9 
 4838| 1000000      | 0,0955963       | 0,0411520     | 0,0544443     | -57,0 
 4839| 1000000      | 0,1310428       | 0,0461098     | 0,0849330     | -64,8 
 4840| 1000000      | 0,1354915       | 0,0519764     | 0,0835151     | -61,6 
 4841| 1000000      | 0,1403096       | 0,0491882     | 0,0911214     | -64,9 
 4842| 1000000      | 0,1171032       | 0,0470706     | 0,0700326     | -59,8 
 4843| 1000000      | 0,0963479       | 0,0439254     | 0,0524225     | -54,4 
 4844| 1000000      | 0,1518803       | 0,0675751     | 0,0843052     | -55,5 
 4845| 1000000      | 0,1342939       | 0,0460097     | 0,0882842     | -65,7 
 4846| 1000000      | 0,1211144       | 0,0461010     | 0,0750134     | -61,9 
 4847| 1000000      | 0,1332436       | 0,0577459     | 0,0754977     | -56,7 
 4848| 1000000      | 0,1391342       | 0,0483598     | 0,0907744     | -65,2 
 4849| 1000000      | 0,1161419       | 0,0469163     | 0,0692256     | -59,6 
 4850| 1000000      | 0,1180855       | 0,0459795     | 0,0721060     | -61,1 
 4851| 1000000      | 0,0987545       | 0,0479459     | 0,0508086     | -51,4 
 4852| 1000000      | 0,0866069       | 0,0380700     | 0,0485369     | -56,0 
 4853| 1000000      | 0,0831559       | 0,0374645     | 0,0456914     | -54,9 
 4854| 1000000      | 0,0876996       | 0,0384693     | 0,0492303     | -56,1 
 4855| 1000000      | 0,1400421       | 0,0565286     | 0,0835135     | -59,6 
 4856| 1000000      | 0,1000302       | 0,0464997     | 0,0535305     | -53,5 
 4857| 1000000      | 0,0904412       | 0,0402601     | 0,0501811     | -55,5 
 4858| 1000000      | 0,0932193       | 0,0405760     | 0,0526433     | -56,5 
 4859| 1000000      | 0,1089503       | 0,0456581     | 0,0632922     | -58,1 
 4860| 1000000      | 0,1310418       | 0,0623743     | 0,0686675     | -52,4 
 4861| 1000000      | 0,1485257       | 0,0645197     | 0,0840060     | -56,6 
 4862| 1000000      | 0,0966190       | 0,0437778     | 0,0528412     | -54,7 
 4863| 1000000      | 0,1442313       | 0,0663148     | 0,0779165     | -54,0 
 4864| 1000000      | 0,1407353       | 0,0634010     | 0,0773343     | -55,0 
 4865| 1000000      | 0,1433261       | 0,0683915     | 0,0749346     | -52,3 
 4866| 1000000      | 0,1229722       | 0,0566414     | 0,0663308     | -53,9 
 4867| 1000000      | 0,0978538       | 0,0461202     | 0,0517336     | -52,9 
 4868| 1000000      | 0,1474066       | 0,0723653     | 0,0750413     | -50,9 
 4869| 1000000      | 0,1478466       | 0,0725879     | 0,0752587     | -50,9 
 4870| 1000000      | 0,1173293       | 0,0518175     | 0,0655118     | -55,8 
 4871| 1000000      | 0,1400097       | 0,0615229     | 0,0784868     | -56,1 
 4872| 1000000      | 0,1433539       | 0,0628089     | 0,0805450     | -56,2 
 4873| 1000000      | 0,1438550       | 0,0692691     | 0,0745859     | -51,8 
 4874| 1000000      | 0,1110293       | 0,0494799     | 0,0615494     | -55,4 
 4875| 1000000      | 0,1449638       | 0,0694310     | 0,0755328     | -52,1 
 4876| 1000000      | 0,1444483       | 0,0694660     | 0,0749823     | -51,9 
 4877| 1000000      | 0,1429752       | 0,0673432     | 0,0756320     | -52,9 
 4878| 1000000      | 0,1115276       | 0,0504672     | 0,0610604     | -54,7 
 4879| 1000000      | 0,1391301       | 0,0648354     | 0,0742947     | -53,4 
 4880| 1000000      | 0,1408293       | 0,0664426     | 0,0743867     | -52,8 
 4881| 1000000      | 0,1426014       | 0,0668018     | 0,0757996     | -53,2 
 4882| 1000000      | 0,1218704       | 0,0584241     | 0,0634463     | -52,1 
 4883| 1000000      | 0,1425900       | 0,0668548     | 0,0757352     | -53,1 
 4884| 1000000      | 0,1427393       | 0,0670948     | 0,0756445     | -53,0 
 4885| 1000000      | 0,1431651       | 0,0679766     | 0,0751885     | -52,5 
 4886| 1000000      | 0,1198210       | 0,0543653     | 0,0654557     | -54,6 
 4887| 1000000      | 0,1433016       | 0,0639436     | 0,0793580     | -55,4 
 4888| 1000000      | 0,1438545       | 0,0665549     | 0,0772996     | -53,7 
 4889| 1000000      | 0,0865791       | 0,0410096     | 0,0455695     | -52,6 
 4890| 1000000      | 0,1330119       | 0,0650419     | 0,0679700     | -51,1 
 4891| 1000000      | 0,1421606       | 0,0692057     | 0,0729549     | -51,3 
 4892| 1000000      | 0,1439690       | 0,0666855     | 0,0772835     | -53,7 
 4893| 1000000      | 0,0958653       | 0,0446357     | 0,0512296     | -53,4 
 4894| 1000000      | 0,1323321       | 0,0601307     | 0,0722014     | -54,6 
 4895| 1000000      | 0,1400282       | 0,0645360     | 0,0754922     | -53,9 
 4896| 1000000      | 0,1403941       | 0,0635814     | 0,0768127     | -54,7 
 4897| 1000000      | 0,1023358       | 0,2180361     | -0,1157003    | 113,1 
 4898| 1000000      | 0,1437551       | 0,0671624     | 0,0765927     | -53,3 
 4899| 1000000      | 0,1398728       | 0,0644824     | 0,0753904     | -53,9 
 4900| 1000000      | 0,1413986       | 0,0658541     | 0,0755445     | -53,4 
 4901| 1000000      | 0,0827531       | 0,0370375     | 0,0457156     | -55,2 
 4902| 1000000      | 0,1399445       | 0,0668826     | 0,0730619     | -52,2 
 4903| 1000000      | 0,1406101       | 0,0654118     | 0,0751983     | -53,5 
 4904| 1000000      | 0,1409236       | 0,0671814     | 0,0737422     | -52,3 
 4905| 1000000      | 0,0835638       | 0,0360128     | 0,0475510     | -56,9 
 4906| 1000000      | 0,1395406       | 0,0612424     | 0,0782982     | -56,1 
 4907| 1000000      | 0,1408083       | 0,0658566     | 0,0749517     | -53,2 
 4908| 1000000      | 0,1398567       | 0,0650787     | 0,0747780     | -53,5 
 4909| 1000000      | 0,1040704       | 0,0465001     | 0,0575703     | -55,3 
 4910| 1000000      | 0,1397648       | 0,0646709     | 0,0750939     | -53,7 
 4911| 1000000      | 0,1401827       | 0,0642124     | 0,0759703     | -54,2 
 4912| 1000000      | 0,1406393       | 0,0665893     | 0,0740500     | -52,7 
 4913| 1000000      | 0,0972297       | 0,0436001     | 0,0536296     | -55,2 
 4914| 1000000      | 0,1326448       | 0,0616573     | 0,0709875     | -53,5 
 4915| 1000000      | 0,1402020       | 0,0641706     | 0,0760314     | -54,2 
 4916| 1000000      | 0,1412742       | 0,0653334     | 0,0759408     | -53,8 
 4917| 1000000      | 0,0906807       | 0,0389110     | 0,0517697     | -57,1 
 4918| 1000000      | 0,1228455       | 0,0566337     | 0,0662118     | -53,9 
 4919| 1000000      | 0,1399322       | 0,0653555     | 0,0745767     | -53,3 
 4920| 1000000      | 0,1415055       | 0,0644425     | 0,0770630     | -54,5 
 4921| 1000000      | 0,0832225       | 0,0361778     | 0,0470447     | -56,5 
 4922| 1000000      | 0,1152306       | 0,0509044     | 0,0643262     | -55,8 
 4923| 1000000      | 0,1398575       | 0,0656651     | 0,0741924     | -53,0 
 4924| 1000000      | 0,1396420       | 0,0648538     | 0,0747882     | -53,6 
 4925| 1000000      | 0,1414702       | 0,0663315     | 0,0751387     | -53,1 
 4926| 1000000      | 0,1073333       | 0,0471716     | 0,0601617     | -56,1 
 4927| 1000000      | 0,1401952       | 0,0610157     | 0,0791795     | -56,5 
 4928| 1000000      | 0,1397854       | 0,0664927     | 0,0732927     | -52,4 
 4929| 1000000      | 0,1398183       | 0,0642734     | 0,0755449     | -54,0 
 4930| 1000000      | 0,1070816       | 0,0499613     | 0,0571203     | -53,3 
 4931| 1000000      | 0,1388657       | 0,0650579     | 0,0738078     | -53,2 
 4932| 1000000      | 0,1403648       | 0,0651077     | 0,0752571     | -53,6 
 4933| 1000000      | 0,0887823       | 0,0402338     | 0,0485485     | -54,7 
 4934| 1000000      | 0,1173375       | 0,0544496     | 0,0628879     | -53,6 
 4935| 1000000      | 0,1399013       | 0,0652306     | 0,0746707     | -53,4 
 4936| 1000000      | 0,1400739       | 0,0663827     | 0,0736912     | -52,6 
 4937| 1000000      | 0,1365607       | 0,0615463     | 0,0750144     | -54,9 
 4938| 1000000      | 0,1397330       | 0,0629760     | 0,0767570     | -54,9 
 4939| 1000000      | 0,1752204       | 0,1314995     | 0,0437209     | -25,0 
 4940| 1000000      | 0,1178893       | 0,0557824     | 0,0621069     | -52,7 
 4941| 1000000      | 0,1239622       | 0,0468652     | 0,0770970     | -62,2 
 4942| 1000000      | 0,1435364       | 0,0701506     | 0,0733858     | -51,1 
 4943| 1000000      | 0,1356244       | 0,0469209     | 0,0887035     | -65,4 
 4944| 1000000      | 0,1217999       | 0,0460707     | 0,0757292     | -62,2 
 4945| 1000000      | 0,1414779       | 0,0506009     | 0,0908770     | -64,2 
 4946| 1000000      | 0,1397841       | 0,0495411     | 0,0902430     | -64,6 
 4947| 1000000      | 0,0969828       | 0,0417408     | 0,0552420     | -57,0 
 4948| 1000000      | 0,1146195       | 0,0532327     | 0,0613868     | -53,6 
 4949| 1000000      | 0,1379748       | 0,0499561     | 0,0880187     | -63,8 
 4950| 1000000      | 0,1174775       | 0,0455705     | 0,0719070     | -61,2 
 4951| 1000000      | 0,1336608       | 0,0449530     | 0,0887078     | -66,4 
 4952| 1000000      | 0,1370019       | 0,0545360     | 0,0824659     | -60,2 
 4953| 1000000      | 0,1388400       | 0,0498627     | 0,0889773     | -64,1 
 4954| 1000000      | 0,1174798       | 0,0457942     | 0,0716856     | -61,0 
 4955| 1000000      | 0,0965845       | 0,0411445     | 0,0554400     | -57,4 
 4956| 1000000      | 0,1189440       | 0,0568478     | 0,0620962     | -52,2 
 4957| 1000000      | 0,1213757       | 0,0551525     | 0,0662232     | -54,6 
 4958| 1000000      | 0,1687998       | 0,0701093     | 0,0986905     | -58,5 
 4959| 1000000      | 0,1393104       | 0,0490712     | 0,0902392     | -64,8 
 4960| 1000000      | 0,1166075       | 0,0463587     | 0,0702488     | -60,2 
 4961| 1000000      | 0,0876771       | 0,0380215     | 0,0496556     | -56,6 
 4962| 1000000      | 0,1301883       | 0,0612031     | 0,0689852     | -53,0 
 4963| 1000000      | 0,0989253       | 0,0423918     | 0,0565335     | -57,1 
 4964| 1000000      | 0,0976791       | 0,0425136     | 0,0551655     | -56,5 
 4965| 1000000      | 0,1136283       | 0,0489199     | 0,0647084     | -56,9 
 4966| 1000000      | 0,1553542       | 0,0591231     | 0,0962311     | -61,9 
 4967| 1000000      | 0,1420646       | 0,0658182     | 0,0762464     | -53,7 
 4968| 1000000      | 0,1435774       | 0,0629716     | 0,0806058     | -56,1 
 4969| 1000000      | 0,1388172       | 0,0642103     | 0,0746069     | -53,7 
 4970| 1000000      | 0,1448788       | 0,0626736     | 0,0822052     | -56,7 
 4971| 1000000      | 0,1388487       | 0,0633813     | 0,0754674     | -54,4 
 4972| 1000000      | 0,1397571       | 0,0504439     | 0,0893132     | -63,9 
 4973| 1000000      | 0,1350085       | 0,0528724     | 0,0821361     | -60,8 
 4974| 1000000      | 0,1170865       | 0,0463330     | 0,0707535     | -60,4 
 4975| 1000000      | 0,1361697       | 0,0470896     | 0,0890801     | -65,4 
 4976| 1000000      | 0,1412952       | 0,0508623     | 0,0904329     | -64,0 
 4977| 1000000      | 0,1388561       | 0,0482097     | 0,0906464     | -65,3 
 4978| 1000000      | 0,1156877       | 0,0466962     | 0,0689915     | -59,6 
 4979| 1000000      | 0,1175324       | 0,0451365     | 0,0723959     | -61,6 
 4980| 1000000      | 0,1297556       | 0,0475349     | 0,0822207     | -63,4 
 4981| 1000000      | 0,1100931       | 0,0469670     | 0,0631261     | -57,3 
 4982| 1000000      | 0,1545638       | 0,0509971     | 0,1035667     | -67,0 
 4983| 1000000      | 0,0858190       | 0,0423705     | 0,0434485     | -50,6 
 4984| 1000000      | 0,1485522       | 0,0679944     | 0,0805578     | -54,2 
 4985| 1000000      | 0,1394329       | 0,0460949     | 0,0933380     | -66,9 
 4986| 1000000      | 0,1187311       | 0,0503265     | 0,0684046     | -57,6 
 4987| 1000000      | 0,1376451       | 0,0562844     | 0,0813607     | -59,1 
 4988| 1000000      | 0,1390960       | 0,0491039     | 0,0899921     | -64,7 
 4989| 1000000      | 0,1174658       | 0,0469809     | 0,0704849     | -60,0 
 4990| 1000000      | 0,0953454       | 0,0417358     | 0,0536096     | -56,2 
 4991| 1000000      | 0,1136660       | 0,0472407     | 0,0664253     | -58,4 
 4992| 1000000      | 0,1415104       | 0,0539247     | 0,0875857     | -61,9 
 4993| 1000000      | 0,1393180       | 0,0504585     | 0,0888595     | -63,8 
 4994| 1000000      | 0,1179798       | 0,0450089     | 0,0729709     | -61,9 
 4995| 1000000      | 0,1263093       | 0,0462171     | 0,0800922     | -63,4 
 4996| 1000000      | 0,1388621       | 0,0511684     | 0,0876937     | -63,2 
 4997| 1000000      | 0,1393125       | 0,0494195     | 0,0898930     | -64,5 
 4998| 1000000      | 0,1173033       | 0,0463843     | 0,0709190     | -60,5 
 4999| 1000000      | 0,0960041       | 0,0428410     | 0,0531631     | -55,4 
 5000| 1000000      | 0,0963876       | 0,0461902     | 0,0501974     | -52,1 
 5001| 10000000     | 0,9140590       | 0,7254127     | 0,1886463     | -20,6 
 5002| 10000000     | 0,8868975       | 0,6406857     | 0,2462118     | -27,8 
 5003| 10000000     | 1,1469635       | 0,4956758     | 0,6512877     | -56,8 
 5004| 10000000     | 1,0422580       | 0,5243920     | 0,5178660     | -49,7 
 5005| 10000000     | 0,9251412       | 0,6587917     | 0,2663495     | -28,8 
 5006| 10000000     | 0,9197860       | 0,6470568     | 0,2727292     | -29,7 
 5007| 10000000     | 0,9255290       | 0,6150824     | 0,3104466     | -33,5 
 5008| 10000000     | 0,9079126       | 0,5945425     | 0,3133701     | -34,5 
 5009| 10000000     | 0,9272871       | 0,6356374     | 0,2916497     | -31,5 
 5010| 10000000     | 0,9180689       | 0,6503783     | 0,2676906     | -29,2 
 5011| 10000000     | 0,9054684       | 0,6128665     | 0,2926019     | -32,3 
 5012| 10000000     | 0,9163849       | 0,6423531     | 0,2740318     | -29,9 
 5013| 10000000     | 0,9169761       | 0,6362741     | 0,2807020     | -30,6 
 5014| 10000000     | 0,9190052       | 0,6706131     | 0,2483921     | -27,0 
 5015| 10000000     | 0,9144568       | 0,6153955     | 0,2990613     | -32,7 
 5016| 10000000     | 0,9174667       | 0,4322535     | 0,4852132     | -52,9 
 5017| 10000000     | 0,9177792       | 0,6622743     | 0,2555049     | -27,8 
 5018| 10000000     | 1,0282369       | 0,5381238     | 0,4901131     | -47,7 
 5019| 10000000     | 1,1275464       | 0,4988956     | 0,6286508     | -55,8 
 5020| 10000000     | 0,9121553       | 0,6117358     | 0,3004195     | -32,9 
 5021| 10000000     | 0,9047290       | 0,6166868     | 0,2880422     | -31,8 
 5022| 10000000     | 0,9399410       | 0,6388464     | 0,3010946     | -32,0 
 5023| 10000000     | 0,9175054       | 0,6656399     | 0,2518655     | -27,5 
 5024| 10000000     | 0,9165595       | 0,6269486     | 0,2896109     | -31,6 
 5025| 10000000     | 0,9104432       | 0,6725147     | 0,2379285     | -26,1 
 5026| 10000000     | 0,9163360       | 0,6251145     | 0,2912215     | -31,8 
 5027| 10000000     | 0,9179111       | 0,6580242     | 0,2598869     | -28,3 
 5028| 10000000     | 0,9149502       | 0,6330455     | 0,2819047     | -30,8 
 5029| 10000000     | 0,9128785       | 0,6617439     | 0,2511346     | -27,5 
 5030| 10000000     | 0,9508675       | 0,6176101     | 0,3332574     | -35,0 
 5031| 10000000     | 0,9128956       | 0,4238955     | 0,4890001     | -53,6 
 5032| 10000000     | 0,9169571       | 0,5830183     | 0,3339388     | -36,4 
 5033| 10000000     | 1,2784226       | 0,5394757     | 0,7389469     | -57,8 
 5034| 10000000     | 0,8620968       | 0,5939510     | 0,2681458     | -31,1 
 5035| 10000000     | 0,9272193       | 0,4209272     | 0,5062921     | -54,6 
 5036| 10000000     | 0,9067978       | 0,6471293     | 0,2596685     | -28,6 
 5037| 10000000     | 0,8769656       | 0,4218604     | 0,4551052     | -51,9 
 5038| 10000000     | 0,8545465       | 0,4024115     | 0,4521350     | -52,9 
 5039| 10000000     | 1,4451316       | 0,5649094     | 0,8802222     | -60,9 
 5040| 10000000     | 0,9137857       | 0,5865548     | 0,3272309     | -35,8 
 5041| 10000000     | 0,8495246       | 0,4134036     | 0,4361210     | -51,3 
 5042| 10000000     | 0,9154336       | 0,5963297     | 0,3191039     | -34,9 
 5043| 10000000     | 0,9105585       | 0,6282744     | 0,2822841     | -31,0 
 5044| 10000000     | 0,9004920       | 0,5940901     | 0,3064019     | -34,0 
 5045| 10000000     | 0,9490285       | 0,6285628     | 0,3204657     | -33,8 
 5046| 10000000     | 0,9141682       | 0,6673141     | 0,2468541     | -27,0 
 5047| 10000000     | 0,9144573       | 0,6466939     | 0,2677634     | -29,3 
 5048| 10000000     | 0,9069207       | 0,6622037     | 0,2447170     | -27,0 
 5049| 10000000     | 0,9165207       | 0,6276990     | 0,2888217     | -31,5 
 5050| 10000000     | 0,9136606       | 0,6546977     | 0,2589629     | -28,3 
 5051| 10000000     | 0,9136143       | 0,6335105     | 0,2801038     | -30,7 
 5052| 10000000     | 0,9124018       | 0,6685097     | 0,2438921     | -26,7 
 5053| 10000000     | 0,9144786       | 0,6250510     | 0,2894276     | -31,6 
 5054| 10000000     | 0,9131970       | 0,4369965     | 0,4762005     | -52,1 
 5055| 10000000     | 0,9145778       | 0,6508640     | 0,2637138     | -28,8 
 5056| 10000000     | 0,8869448       | 0,4286380     | 0,4583068     | -51,7 
 5057| 10000000     | 1,0071371       | 0,4662601     | 0,5408770     | -53,7 
 5058| 10000000     | 0,9843004       | 0,4454393     | 0,5388611     | -54,7 
 5059| 10000000     | 0,9793105       | 0,4600214     | 0,5192891     | -53,0 
 5060| 10000000     | 0,9883221       | 0,7432009     | 0,2451212     | -24,8 
 5061| 10000000     | 0,8550891       | 0,4057290     | 0,4493601     | -52,6 
 5062| 10000000     | 1,1321718       | 0,4979979     | 0,6341739     | -56,0 
 5063| 10000000     | 1,0787596       | 0,4931330     | 0,5856266     | -54,3 
 5064| 10000000     | 0,9218835       | 0,6555049     | 0,2663786     | -28,9 
 5065| 10000000     | 0,9136814       | 0,6572975     | 0,2563839     | -28,1 
 5066| 10000000     | 1,2336145       | 0,5273804     | 0,7062341     | -57,2 
 5067| 10000000     | 0,9170512       | 0,6623479     | 0,2547033     | -27,8 
 5068| 10000000     | 0,9144131       | 0,6171566     | 0,2972565     | -32,5 
 5069| 10000000     | 0,9095330       | 0,4331344     | 0,4763986     | -52,4 
 5070| 10000000     | 0,9201328       | 0,6274920     | 0,2926408     | -31,8 
 5071| 10000000     | 0,9192075       | 0,6722603     | 0,2469472     | -26,9 
 5072| 10000000     | 0,8552148       | 0,3964520     | 0,4587628     | -53,6 
 5073| 10000000     | 0,8528076       | 0,4037472     | 0,4490604     | -52,7 
 5074| 10000000     | 1,0439369       | 0,4692039     | 0,5747330     | -55,1 
 5075| 10000000     | 0,9377846       | 0,4424208     | 0,4953638     | -52,8 
 5076| 10000000     | 0,9642007       | 0,7255759     | 0,2386248     | -24,7 
 5077| 10000000     | 0,9870685       | 0,5059638     | 0,4811047     | -48,7 
 5078| 10000000     | 0,9349741       | 0,6646856     | 0,2702885     | -28,9 
